Cycle ID,Cap_Chg(mAh),Cap_DChg(mAh),Specific Capacity-Chg(mAh/g),Specific Capacity-Dchg(mAh/g),Chg/DChg Efficiency(%),Engy_Chg(mWh),Engy_DChg(mWh),REngy_Chg(mWh/g),REngy_Dchg(mWh/g),CC_Chg_Ratio(%),CC_Chg_Cap(mAh),Plat_Cap(mAh),Plat_Capacity Density(mAh/g),Plat_Cap_Efficiency(%),Plat_Time(sec),Capacity_Chg(F),Capacity_DChg(F),IR(O),Mid_value Voltage(V),Discharge Fading Ratio(%),Charge Time(sec),Discharge Time(sec),Charge IR(O),Discharge IR(O),End Temperature(°C),Net Cap_DChg(mAh),Net Engy_DChg(mWh),Energy Efficiency(%),
,Step ID,Step Name,Step Time(sec),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEngergy(mWh/g),Capacitance(F),Start Voltage(V),End Voltage(V),Start Temperature(°C),End Temperature(°C),End Capacity(mAh),Charge Mid-Vol(V),Discharge Mid-Vol(V),DCIR(O),ChargeCap(mAh),DischargeCap(mAh),Engy_Chg(mWh),Engy_DChg(mWh),Net DischargeCap(mAh),Net Engy_DChg(mWh),Raw Step ID,
,,Record ID,Time(sec),Voltage(V),Current(mA),Temperature(°C),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEng(mWh/g),Realtime,Min-T(°C),Max-T(°C),Avg-T(°C),Power(mW),Capacitance_Chg(mAh),Capacitance_DChg(mAh),Engy_Chg(mWh),Engy_DChg(mWh),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact IR(O),
,,1819,20.10,1.0605,0.126,0.0,0.0007,0.5586,0.0004,0.3319,05/03/2022 14:18:18,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7154,8413.328,
,,1820,23.10,1.1628,0.126,0.0,0.0008,0.6419,0.0005,0.4248,05/03/2022 14:18:21,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0010,0.8149,9224.911,
,,1821,26.20,1.2633,0.126,0.0,0.0009,0.7281,0.0007,0.5294,05/03/2022 14:18:24,,,,0.16,0.0009,0.0000,0.0007,0.0000,0.0011,0.8572,10022.213,
,,1822,29.20,1.3643,0.126,0.0,0.0010,0.8114,0.0008,0.6391,05/03/2022 14:18:27,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0010,0.8254,10823.483,
,,1823,32.10,1.4679,0.126,0.0,0.0011,0.8920,0.0009,0.7533,05/03/2022 14:18:30,,,,0.19,0.0011,0.0000,0.0009,0.0000,0.0010,0.7779,11645.379,
,,1824,35.00,1.5702,0.126,0.0,0.0012,0.9726,0.0011,0.8759,05/03/2022 14:18:33,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0010,0.7877,12456.962,
,,1825,38.00,1.6703,0.126,0.0,0.0013,1.0560,0.0013,1.0111,05/03/2022 14:18:36,,,,0.21,0.0013,0.0000,0.0013,0.0000,0.0010,0.8328,13251.091,
,,1826,41.40,1.7730,0.126,0.0,0.0014,1.1505,0.0015,1.1740,05/03/2022 14:18:40,,,,0.22,0.0014,0.0000,0.0015,0.0000,0.0012,0.9200,14065.847,
,,1827,45.20,1.8750,0.126,0.0,0.0016,1.2561,0.0017,1.3668,05/03/2022 14:18:43,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0013,1.0353,14875.050,
,,1828,49.50,1.9766,0.126,0.0,0.0017,1.3755,0.0020,1.5972,05/03/2022 14:18:48,,,,0.25,0.0017,0.0000,0.0020,0.0000,0.0015,1.1761,15681.079,
,,1829,54.30,2.0786,0.126,0.0,0.0019,1.5089,0.0024,1.8679,05/03/2022 14:18:52,,,,0.26,0.0019,0.0000,0.0024,0.0000,0.0016,1.3077,16490.282,
,,1830,59.40,2.1800,0.126,0.0,0.0021,1.6507,0.0027,2.1699,05/03/2022 14:18:58,,,,0.27,0.0021,0.0000,0.0027,0.0000,0.0018,1.3977,17294.724,
,,1831,65.30,2.2811,0.126,0.0,0.0023,1.8146,0.0032,2.5360,05/03/2022 14:19:03,,,,0.29,0.0023,0.0000,0.0032,0.0000,0.0020,1.6217,18096.787,
,,1832,72.60,2.3815,0.126,0.0,0.0025,2.0175,0.0038,3.0095,05/03/2022 14:19:11,,,,0.30,0.0025,0.0000,0.0038,0.0000,0.0025,2.0205,18893.296,
,,1833,82.60,2.4820,0.126,0.0,0.0029,2.2954,0.0046,3.6865,05/03/2022 14:19:21,,,,0.31,0.0029,0.0000,0.0046,0.0000,0.0035,2.7651,19690.599,
,,1834,116.60,2.5821,0.126,0.0,0.0041,3.2402,0.0077,6.0932,05/03/2022 14:19:55,,,,0.33,0.0041,0.0000,0.0077,0.0000,0.0119,9.4387,20484.728,
,,1835,144.70,2.6001,0.126,0.0,0.0051,4.0210,0.0102,8.1183,05/03/2022 14:20:23,,,,0.33,0.0051,0.0000,0.0102,0.0000,0.0547,43.3815,20627.529,
,78,CC_DChg,91.00,0.0032,2.5276,0.0032,2.5169,0.00234,2.5654,0.0096,0.0,0.0,0.0032,0.0000,0.8336,137.677,0.0000,0.0032,0.0000,0.0032,0.0032,0.0032,11,
,,1836,0.00,2.5654,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:20:23,,,,-0.32,0.0000,0.0000,0.0000,0.0000,0.1460,115.8800,20361.933,
,,1837,1.30,2.4606,-0.126,0.0,0.0000,0.0361,0.0001,0.0906,05/03/2022 14:20:24,,,,-0.31,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3445,19530.121,
,,1838,3.00,2.3589,-0.126,0.0,0.0001,0.0833,0.0003,0.2041,05/03/2022 14:20:26,,,,-0.30,0.0000,0.0001,0.0000,0.0003,-0.0006,-0.4643,18722.915,
,,1839,5.00,2.2572,-0.126,0.0,0.0002,0.1389,0.0004,0.3321,05/03/2022 14:20:28,,,,-0.28,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5462,17915.708,
,,1840,7.20,2.1537,-0.126,0.0,0.0003,0.2000,0.0006,0.4666,05/03/2022 14:20:30,,,,-0.27,0.0000,0.0003,0.0000,0.0006,-0.0007,-0.5904,17094.214,
,,1841,9.50,2.0529,-0.126,0.0,0.0003,0.2639,0.0008,0.6008,05/03/2022 14:20:32,,,,-0.26,0.0000,0.0003,0.0000,0.0008,-0.0008,-0.6338,16294.150,
,,1842,12.10,1.9494,-0.126,0.0,0.0004,0.3361,0.0009,0.7451,05/03/2022 14:20:35,,,,-0.25,0.0000,0.0004,0.0000,0.0009,-0.0009,-0.6977,15472.657,
,,1843,15.30,1.8474,-0.126,0.0,0.0005,0.4250,0.0012,0.9136,05/03/2022 14:20:38,,,,-0.23,0.0000,0.0005,0.0000,0.0012,-0.0011,-0.8714,14663.068,
,,1844,18.40,1.7472,-0.126,0.0,0.0006,0.5111,0.0013,1.0683,05/03/2022 14:20:41,,,,-0.22,0.0000,0.0006,0.0000,0.0013,-0.0011,-0.8593,13867.767,
,,1845,21.20,1.6462,-0.126,0.0,0.0007,0.5888,0.0015,1.2002,05/03/2022 14:20:44,,,,-0.21,0.0000,0.0007,0.0000,0.0015,-0.0010,-0.7700,13066.116,
,,1846,24.00,1.5429,-0.126,0.0,0.0008,0.6666,0.0017,1.3240,05/03/2022 14:20:47,,,,-0.19,0.0000,0.0008,0.0000,0.0017,-0.0009,-0.7529,12246.210,
,,1847,26.80,1.4428,-0.126,0.0,0.0009,0.7444,0.0018,1.4400,05/03/2022 14:20:50,,,,-0.18,0.0000,0.0009,0.0000,0.0018,-0.0010,-0.7769,11451.703,
,,1848,29.70,1.3399,-0.126,0.0,0.0010,0.8249,0.0020,1.5519,05/03/2022 14:20:53,,,,-0.17,0.0000,0.0010,0.0000,0.0020,-0.0010,-0.7828,10634.971,
,,1849,32.70,1.2369,-0.126,0.0,0.0011,0.9083,0.0021,1.6590,05/03/2022 14:20:56,,,,-0.16,0.0000,0.0011,0.0000,0.0021,-0.0010,-0.8090,9817.446,
,,1850,35.70,1.1365,-0.126,0.0,0.0012,0.9916,0.0022,1.7578,05/03/2022 14:20:59,,,,-0.14,0.0000,0.0012,0.0000,0.0022,-0.0010,-0.8299,9020.557,
,,1851,38.80,1.0357,-0.126,0.0,0.0014,1.0777,0.0023,1.8511,05/03/2022 14:21:02,,,,-0.13,0.0000,0.0014,0.0000,0.0023,-0.0011,-0.8542,8220.494,
,,1852,42.20,0.9340,-0.126,0.0,0.0015,1.1721,0.0024,1.9438,05/03/2022 14:21:05,,,,-0.12,0.0000,0.0015,0.0000,0.0024,-0.0012,-0.9286,7413.287,
,,1853,46.20,0.8336,-0.126,0.0,0.0016,1.2832,0.0026,2.0418,05/03/2022 14:21:09,,,,-0.11,0.0000,0.0016,0.0000,0.0026,-0.0014,-1.1066,6616.398,
,,1854,50.70,0.7322,-0.126,0.0,0.0018,1.4082,0.0027,2.1394,05/03/2022 14:21:14,,,,-0.09,0.0000,0.0018,0.0000,0.0027,-0.0016,-1.2327,5811.572,
,,1855,55.20,0.6318,-0.126,0.0,0.0019,1.5332,0.0028,2.2245,05/03/2022 14:21:18,,,,-0.08,0.0000,0.0019,0.0000,0.0028,-0.0016,-1.2449,5014.684,
,,1856,60.00,0.5316,-0.126,0.0,0.0021,1.6665,0.0029,2.3018,05/03/2022 14:21:23,,,,-0.07,0.0000,0.0021,0.0000,0.0029,-0.0017,-1.3306,4219.382,
,,1857,65.10,0.4299,-0.126,0.0,0.0023,1.8082,0.0030,2.3698,05/03/2022 14:21:28,,,,-0.05,0.0000,0.0023,0.0000,0.0030,-0.0018,-1.3929,3412.176,
,,1858,70.50,0.3286,-0.126,0.0,0.0025,1.9582,0.0031,2.4264,05/03/2022 14:21:33,,,,-0.04,0.0000,0.0025,0.0000,0.0031,-0.0019,-1.4806,2608.144,
,,1859,76.30,0.2272,-0.126,0.0,0.0027,2.1193,0.0031,2.4709,05/03/2022 14:21:39,,,,-0.03,0.0000,0.0027,0.0000,0.0031,-0.0020,-1.5887,1803.318,
,,1860,82.60,0.1267,-0.126,0.0,0.0029,2.2943,0.0032,2.5016,05/03/2022 14:21:45,,,,-0.02,0.0000,0.0029,0.0000,0.0032,-0.0022,-1.7412,1005.635,
,,1861,89.70,0.0263,-0.126,0.0,0.0031,2.4915,0.0032,2.5163,05/03/2022 14:21:53,,,,-0.00,0.0000,0.0031,0.0000,0.0032,-0.0025,-1.9642,208.747,
,,1862,91.00,0.0096,-0.126,0.0,0.0032,2.5276,0.0032,2.5169,05/03/2022 14:21:54,,,,-0.00,0.0000,0.0032,0.0000,0.0032,-0.0027,-2.1622,76.197,
40,0.0051,0.0032,4.0099,2.5192,62.825,0.0102,0.0032,8.0985,2.5035,100.00,0.0051,0.0000,0.0000,0.00,0.00,0.02157,0.00232,0.000,0.8249,150.92,144.30,90.70,101.968,138.867,0.0,-0.0019,-0.0070,30.914,
,79,CC_Chg,144.30,0.0051,4.0099,0.0102,8.0985,0.02157,0.0353,2.6001,0.0,0.0,0.0051,2.3728,0.0000,101.968,0.0051,0.0000,0.0000,0.0000,-0.0051,-0.1020,10,
,,1863,0.00,0.0353,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:21:54,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1239,-98.3490,280.048,
,,1864,1.50,0.1373,0.126,0.0,0.0001,0.0417,0.0000,0.0036,05/03/2022 14:21:55,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0005,0.4086,1089.250,
,,1865,3.20,0.2427,0.126,0.0,0.0001,0.0889,0.0000,0.0128,05/03/2022 14:21:57,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4482,1925.426,
,,1866,5.00,0.3431,0.126,0.0,0.0002,0.1389,0.0000,0.0276,05/03/2022 14:21:59,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0006,0.4982,2721.936,
,,1867,6.90,0.4448,0.126,0.0,0.0002,0.1917,0.0001,0.0486,05/03/2022 14:22:01,,,,0.06,0.0002,0.0000,0.0001,0.0000,0.0007,0.5192,3528.758,
,,1868,8.80,0.5453,0.126,0.0,0.0003,0.2445,0.0001,0.0749,05/03/2022 14:22:03,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5253,4326.061,
,,1869,10.80,0.6463,0.126,0.0,0.0004,0.3001,0.0001,0.1082,05/03/2022 14:22:05,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5503,5127.330,
,,1870,12.90,0.7505,0.126,0.0,0.0005,0.3585,0.0002,0.1492,05/03/2022 14:22:07,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0007,0.5600,5953.987,
,,1871,15.10,0.8550,0.126,0.0,0.0005,0.4196,0.0003,0.1984,05/03/2022 14:22:09,,,,0.11,0.0005,0.0000,0.0003,0.0000,0.0007,0.5850,6783.023,
,,1872,17.40,0.9561,0.126,0.0,0.0006,0.4835,0.0003,0.2565,05/03/2022 14:22:11,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6322,7585.085,
,,1873,20.00,1.0571,0.126,0.0,0.0007,0.5558,0.0004,0.3295,05/03/2022 14:22:14,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7154,8386.355,
,,1874,23.00,1.1594,0.126,0.0,0.0008,0.6391,0.0005,0.4221,05/03/2022 14:22:17,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0010,0.8149,9197.937,
,,1875,26.10,1.2611,0.126,0.0,0.0009,0.7253,0.0007,0.5265,05/03/2022 14:22:20,,,,0.16,0.0009,0.0000,0.0007,0.0000,0.0011,0.8470,10004.760,
,,1876,29.10,1.3616,0.126,0.0,0.0010,0.8087,0.0008,0.6360,05/03/2022 14:22:23,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0010,0.8295,10802.063,
,,1877,31.90,1.4617,0.126,0.0,0.0011,0.8865,0.0009,0.7460,05/03/2022 14:22:26,,,,0.18,0.0011,0.0000,0.0009,0.0000,0.0010,0.7773,11596.192,
,,1878,34.80,1.5646,0.126,0.0,0.0012,0.9671,0.0011,0.8681,05/03/2022 14:22:29,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0010,0.7832,12412.535,
,,1879,37.80,1.6657,0.126,0.0,0.0013,1.0504,0.0013,1.0029,05/03/2022 14:22:32,,,,0.21,0.0013,0.0000,0.0013,0.0000,0.0010,0.8246,13214.597,
,,1880,41.10,1.7664,0.126,0.0,0.0014,1.1421,0.0015,1.1605,05/03/2022 14:22:35,,,,0.22,0.0014,0.0000,0.0015,0.0000,0.0011,0.9106,14013.487,
,,1881,44.80,1.8672,0.126,0.0,0.0016,1.2449,0.0017,1.3476,05/03/2022 14:22:39,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0013,1.0200,14813.169,
,,1882,49.00,1.9686,0.126,0.0,0.0017,1.3617,0.0020,1.5717,05/03/2022 14:22:43,,,,0.25,0.0017,0.0000,0.0020,0.0000,0.0015,1.1510,15617.612,
,,1883,53.70,2.0706,0.126,0.0,0.0019,1.4923,0.0023,1.8357,05/03/2022 14:22:48,,,,0.26,0.0019,0.0000,0.0023,0.0000,0.0016,1.2805,16426.815,
,,1884,58.70,2.1707,0.126,0.0,0.0021,1.6312,0.0027,2.1306,05/03/2022 14:22:53,,,,0.27,0.0021,0.0000,0.0027,0.0000,0.0017,1.3881,17220.944,
,,1885,64.40,2.2718,0.126,0.0,0.0023,1.7896,0.0031,2.4829,05/03/2022 14:22:58,,,,0.29,0.0023,0.0000,0.0031,0.0000,0.0020,1.5667,18023.007,
,,1886,71.50,2.3728,0.126,0.0,0.0025,1.9869,0.0037,2.9416,05/03/2022 14:23:05,,,,0.30,0.0025,0.0000,0.0037,0.0000,0.0025,1.9535,18824.276,
,,1887,80.90,2.4733,0.126,0.0,0.0028,2.2481,0.0045,3.5756,05/03/2022 14:23:15,,,,0.31,0.0028,0.0000,0.0045,0.0000,0.0033,2.5992,19621.579,
,,1888,109.20,2.5734,0.126,0.0,0.0038,3.0345,0.0070,5.5716,05/03/2022 14:23:43,,,,0.32,0.0038,0.0000,0.0070,0.0000,0.0099,7.8563,20415.708,
,,1889,144.30,2.6001,0.126,0.0,0.0051,4.0099,0.0102,8.0985,05/03/2022 14:24:18,,,,0.33,0.0051,0.0000,0.0102,0.0000,0.0460,36.5314,20627.529,
,80,CC_DChg,90.70,0.0032,2.5192,0.0032,2.5035,0.00232,2.5651,0.0093,0.0,0.0,0.0032,0.0000,0.8249,138.867,0.0000,0.0032,0.0000,0.0032,0.0032,0.0032,11,
,,1890,0.00,2.5651,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:24:18,,,,-0.32,0.0000,0.0000,0.0000,0.0000,0.1444,114.5692,20359.552,
,,1891,1.30,2.4596,-0.126,0.0,0.0000,0.0361,0.0001,0.0905,05/03/2022 14:24:19,,,,-0.31,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3422,19522.184,
,,1892,3.00,2.3564,-0.126,0.0,0.0001,0.0833,0.0003,0.2040,05/03/2022 14:24:21,,,,-0.30,0.0000,0.0001,0.0000,0.0003,-0.0006,-0.4576,18703.072,
,,1893,5.00,2.2541,-0.126,0.0,0.0002,0.1389,0.0004,0.3318,05/03/2022 14:24:23,,,,-0.28,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5430,17891.102,
,,1894,7.20,2.1502,-0.126,0.0,0.0003,0.2000,0.0006,0.4662,05/03/2022 14:24:25,,,,-0.27,0.0000,0.0003,0.0000,0.0006,-0.0007,-0.5881,17066.434,
,,1895,9.50,2.0492,-0.126,0.0,0.0003,0.2639,0.0008,0.6002,05/03/2022 14:24:28,,,,-0.26,0.0000,0.0003,0.0000,0.0008,-0.0008,-0.6325,16264.783,
,,1896,12.10,1.9459,-0.126,0.0,0.0004,0.3361,0.0009,0.7442,05/03/2022 14:24:30,,,,-0.25,0.0000,0.0004,0.0000,0.0009,-0.0009,-0.6991,15444.877,
,,1897,15.30,1.8439,-0.126,0.0,0.0005,0.4250,0.0011,0.9123,05/03/2022 14:24:33,,,,-0.23,0.0000,0.0005,0.0000,0.0011,-0.0011,-0.8714,14635.289,
,,1898,18.40,1.7429,-0.126,0.0,0.0006,0.5111,0.0013,1.0667,05/03/2022 14:24:37,,,,-0.22,0.0000,0.0006,0.0000,0.0013,-0.0011,-0.8525,13833.638,
,,1899,21.20,1.6400,-0.126,0.0,0.0007,0.5888,0.0015,1.1981,05/03/2022 14:24:39,,,,-0.21,0.0000,0.0007,0.0000,0.0015,-0.0010,-0.7558,13016.906,
,,1900,24.00,1.5364,-0.126,0.0,0.0008,0.6666,0.0017,1.3215,05/03/2022 14:24:42,,,,-0.19,0.0000,0.0008,0.0000,0.0017,-0.0009,-0.7507,12194.619,
,,1901,26.80,1.4360,-0.126,0.0,0.0009,0.7444,0.0018,1.4370,05/03/2022 14:24:45,,,,-0.18,0.0000,0.0009,0.0000,0.0018,-0.0010,-0.7746,11397.730,
,,1902,29.70,1.3324,-0.126,0.0,0.0010,0.8249,0.0020,1.5483,05/03/2022 14:24:48,,,,-0.17,0.0000,0.0010,0.0000,0.0020,-0.0010,-0.7775,10575.442,
,,1903,32.70,1.2292,-0.126,0.0,0.0011,0.9083,0.0021,1.6549,05/03/2022 14:24:51,,,,-0.15,0.0000,0.0011,0.0000,0.0021,-0.0010,-0.8074,9756.330,
,,1904,35.70,1.1287,-0.126,0.0,0.0012,0.9916,0.0022,1.7530,05/03/2022 14:24:54,,,,-0.14,0.0000,0.0012,0.0000,0.0022,-0.0010,-0.8291,8958.648,
,,1905,38.80,1.0280,-0.126,0.0,0.0014,1.0777,0.0023,1.8456,05/03/2022 14:24:57,,,,-0.13,0.0000,0.0014,0.0000,0.0023,-0.0011,-0.8551,8159.378,
,,1906,42.20,0.9272,-0.126,0.0,0.0015,1.1721,0.0024,1.9377,05/03/2022 14:25:00,,,,-0.12,0.0000,0.0015,0.0000,0.0024,-0.0012,-0.9369,7359.314,
,,1907,46.30,0.8249,-0.126,0.0,0.0016,1.2860,0.0026,2.0372,05/03/2022 14:25:04,,,,-0.10,0.0000,0.0016,0.0000,0.0026,-0.0014,-1.1132,6547.345,
,,1908,50.80,0.7235,-0.126,0.0,0.0018,1.4110,0.0027,2.1337,05/03/2022 14:25:09,,,,-0.09,0.0000,0.0018,0.0000,0.0027,-0.0016,-1.2327,5742.519,
,,1909,55.40,0.6215,-0.126,0.0,0.0019,1.5388,0.0028,2.2195,05/03/2022 14:25:14,,,,-0.08,0.0000,0.0019,0.0000,0.0028,-0.0016,-1.2526,4932.931,
,,1910,60.30,0.5199,-0.126,0.0,0.0021,1.6749,0.0029,2.2970,05/03/2022 14:25:18,,,,-0.07,0.0000,0.0021,0.0000,0.0029,-0.0017,-1.3395,4126.518,
,,1911,65.40,0.4191,-0.126,0.0,0.0023,1.8165,0.0030,2.3633,05/03/2022 14:25:24,,,,-0.05,0.0000,0.0023,0.0000,0.0030,-0.0018,-1.4053,3326.454,
,,1912,70.80,0.3177,-0.126,0.0,0.0025,1.9665,0.0030,2.4183,05/03/2022 14:25:29,,,,-0.04,0.0000,0.0025,0.0000,0.0030,-0.0019,-1.4792,2521.629,
,,1913,76.60,0.2170,-0.126,0.0,0.0027,2.1276,0.0031,2.4612,05/03/2022 14:25:35,,,,-0.03,0.0000,0.0027,0.0000,0.0031,-0.0020,-1.5998,1722.359,
,,1914,83.00,0.1165,-0.126,0.0,0.0029,2.3054,0.0031,2.4906,05/03/2022 14:25:41,,,,-0.01,0.0000,0.0029,0.0000,0.0031,-0.0022,-1.7688,924.677,
,,1915,90.20,0.0158,-0.126,0.0,0.0032,2.5054,0.0032,2.5034,05/03/2022 14:25:48,,,,-0.00,0.0000,0.0032,0.0000,0.0032,-0.0025,-1.9859,125.407,
,,1916,90.70,0.0093,-0.126,0.0,0.0032,2.5192,0.0032,2.5035,05/03/2022 14:25:49,,,,-0.00,0.0000,0.0032,0.0000,0.0032,-0.0027,-2.1364,73.815,
41,0.0567,0.0052,45.0344,4.1108,9.128,0.1482,0.0051,117.5816,4.0216,100.00,0.0567,0.0000,0.0000,0.00,0.00,0.31693,0.00311,0.000,0.8330,246.25,1620.60,148.00,104.349,167.077,0.0,-0.0516,-0.1431,3.420,
,81,CC_Chg,1620.60,0.0567,45.0344,0.1482,117.5816,0.31693,0.0356,2.7002,0.0,0.0,0.0567,2.6801,0.0000,104.349,0.0567,0.0000,0.0001,0.0000,-0.0567,-1481.5279,13,
,,1917,0.00,0.0356,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:25:49,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1207,-95.7886,282.428,
,,1918,1.50,0.1379,0.126,0.0,0.0001,0.0417,0.0000,0.0036,05/03/2022 14:25:50,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0005,0.4074,1094.010,
,,1919,3.20,0.2436,0.126,0.0,0.0001,0.0889,0.0000,0.0128,05/03/2022 14:25:52,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4469,1932.566,
,,1920,5.00,0.3438,0.126,0.0,0.0002,0.1389,0.0000,0.0277,05/03/2022 14:25:54,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0006,0.4992,2727.489,
,,1921,6.90,0.4458,0.126,0.0,0.0002,0.1917,0.0001,0.0487,05/03/2022 14:25:56,,,,0.06,0.0002,0.0000,0.0001,0.0000,0.0007,0.5176,3536.692,
,,1922,8.90,0.5505,0.126,0.0,0.0003,0.2473,0.0001,0.0765,05/03/2022 14:25:58,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5308,4367.315,
,,1923,10.90,0.6529,0.126,0.0,0.0004,0.3029,0.0001,0.1101,05/03/2022 14:26:00,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5428,5179.691,
,,1924,13.00,0.7570,0.126,0.0,0.0005,0.3613,0.0002,0.1514,05/03/2022 14:26:02,,,,0.10,0.0005,0.0000,0.0002,0.0000,0.0007,0.5606,6008.413,
,,1925,15.20,0.8609,0.126,0.0,0.0005,0.4224,0.0003,0.2010,05/03/2022 14:26:04,,,,0.11,0.0005,0.0000,0.0003,0.0000,0.0007,0.5884,6829.829,
,,1926,17.50,0.9613,0.126,0.0,0.0006,0.4863,0.0003,0.2595,05/03/2022 14:26:06,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6366,7626.339,
,,1927,20.20,1.0646,0.126,0.0,0.0007,0.5613,0.0004,0.3357,05/03/2022 14:26:09,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7263,8445.855,
,,1928,23.20,1.1672,0.126,0.0,0.0008,0.6447,0.0005,0.4289,05/03/2022 14:26:12,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0010,0.8125,9259.818,
,,1929,26.30,1.2679,0.126,0.0,0.0009,0.7308,0.0007,0.5340,05/03/2022 14:26:15,,,,0.16,0.0009,0.0000,0.0007,0.0000,0.0011,0.8555,10058.707,
,,1930,29.30,1.3699,0.126,0.0,0.0010,0.8142,0.0008,0.6440,05/03/2022 14:26:18,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0010,0.8173,10867.910,
,,1931,32.20,1.4729,0.126,0.0,0.0011,0.8948,0.0010,0.7587,05/03/2022 14:26:21,,,,0.19,0.0011,0.0000,0.0010,0.0000,0.0010,0.7824,11685.046,
,,1932,35.00,1.5730,0.126,0.0,0.0012,0.9726,0.0011,0.8774,05/03/2022 14:26:24,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0010,0.7773,12479.175,
,,1933,38.00,1.6731,0.126,0.0,0.0013,1.0560,0.0013,1.0129,05/03/2022 14:26:27,,,,0.21,0.0013,0.0000,0.0013,0.0000,0.0010,0.8328,13273.304,
,,1934,41.30,1.7745,0.126,0.0,0.0014,1.1477,0.0015,1.1712,05/03/2022 14:26:30,,,,0.22,0.0014,0.0000,0.0015,0.0000,0.0011,0.9044,14077.747,
,,1935,45.00,1.8750,0.126,0.0,0.0016,1.2505,0.0017,1.3590,05/03/2022 14:26:34,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0013,1.0231,14875.050,
,,1936,49.20,1.9760,0.126,0.0,0.0017,1.3672,0.0020,1.5840,05/03/2022 14:26:38,,,,0.25,0.0017,0.0000,0.0020,0.0000,0.0015,1.1556,15676.319,
,,1937,53.90,2.0771,0.126,0.0,0.0019,1.4978,0.0023,1.8489,05/03/2022 14:26:43,,,,0.26,0.0019,0.0000,0.0023,0.0000,0.0016,1.2919,16478.382,
,,1938,58.90,2.1785,0.126,0.0,0.0021,1.6368,0.0027,2.1448,05/03/2022 14:26:48,,,,0.27,0.0021,0.0000,0.0027,0.0000,0.0017,1.3703,17282.824,
,,1939,64.60,2.2786,0.126,0.0,0.0023,1.7952,0.0031,2.4982,05/03/2022 14:26:53,,,,0.29,0.0023,0.0000,0.0031,0.0000,0.0020,1.5824,18076.954,
,,1940,71.70,2.3794,0.126,0.0,0.0025,1.9925,0.0037,2.9582,05/03/2022 14:27:01,,,,0.30,0.0025,0.0000,0.0037,0.0000,0.0025,1.9573,18876.636,
,,1941,81.20,2.4798,0.126,0.0,0.0028,2.2564,0.0045,3.6008,05/03/2022 14:27:10,,,,0.31,0.0028,0.0000,0.0045,0.0000,0.0033,2.6294,19673.146,
,,1942,111.30,2.5799,0.126,0.0,0.0039,3.0929,0.0072,5.7292,05/03/2022 14:27:40,,,,0.33,0.0039,0.0000,0.0072,0.0000,0.0105,8.3561,20467.275,
,,1943,920.60,2.6801,0.126,0.0,0.0322,25.5823,0.0822,65.2175,05/03/2022 14:41:09,,,,0.34,0.0322,0.0000,0.0822,0.0000,0.2828,224.4454,21262.198,
